Training perturbation,Test-retest,Diff,Diff > 0
0.836701635,0.646551271,0.190150364,1
0.765300264,0.576438702,0.188861562,1
0.679410999,0.659701172,0.019709827,1
0.914020959,0.827785211,0.086235748,1
0.964639933,0.853411098,0.111228835,1
0.636913741,0.474708989,0.162204752,1
0.789036485,0.589228999,0.199807486,1
0.884425776,0.663704583,0.220721193,1
0.784241516,0.534552787,0.249688729,1
0.864392945,0.37907463,0.485318315,1
0.94342772,0.480107207,0.463320513,1
0.774322286,0.551826112,0.222496174,1
0.920762653,0.526106041,0.394656612,1
0.468869567,0.728286477,-0.25941691,0
0.725084008,0.712000252,0.013083756,1
0.830494554,0.623210154,0.2072844,1
0.503633338,0.675716263,-0.172082925,0
0.644238368,0.697232022,-0.052993654,0
0.60816504,0.662527444,-0.054362404,0
0.710526114,0.731957447,-0.021431333,0
0.918075411,0.497378261,0.42069715,1
0.724567152,0.772286351,-0.047719199,0
0.238820239,-0.008116439,0.246936678,1
0.94342772,0.480107207,0.463320513,1
0.738747709,0.681070029,0.05767768,1
0.653970771,0.617561611,0.03640916,1
0.214926752,-0.04507647,0.260003222,1
0.637040504,0.245999449,0.391041055,1
0.200288708,0.135945797,0.064342911,1
0.726723948,0.407120937,0.319603011,1
0.728354792,0.42611832,0.302236472,1
0.523503602,0.601560022,-0.07805642,0
0.771038477,0.490357861,0.280680616,1
0.77163566,0.524072446,0.247563214,1
0.710609864,0.436844397,0.273765467,1
0.778220173,0.582996163,0.19522401,1
0.778055038,0.572206557,0.205848481,1
0.7356718,0.426066058,0.309605742,1
0.774116775,0.500763404,0.273353371,1
0.776902611,0.599165022,0.177737589,1
0.854084013,0.67127819,0.182805823,1
0.540152056,0.539649131,0.000502925,1
0.220318553,0.002617815,0.217700738,1
0.683211797,0.772966872,-0.089755075,0
0.763869598,0.550268154,0.213601444,1
0.355742521,0.290322025,0.065420496,1
0.70779291,0.703769619,0.004023291,1
0.220318553,0.002617815,0.217700738,1
0.768232679,0.574648324,0.193584355,1
0.737677237,0.410315562,0.327361675,1
0.941824584,0.943153951,-0.001329367,0
0.74026934,0.563787581,0.176481759,1
0.75787029,0.401683602,0.356186688,1
0.215276173,-0.047919526,0.263195699,1
0.687678579,0.801555033,-0.113876454,0
0.577846676,0.773103149,-0.195256473,0
0.410983471,0.632594756,-0.221611285,0
0.249893835,0.281827742,-0.031933907,0
0.648007579,0.262881925,0.385125654,1
0.909036944,0.588640679,0.320396265,1
0.807260613,0.626233847,0.181026766,1
0.811420735,0.691567749,0.119852986,1
0.659463714,0.778867914,-0.1194042,0
0.801040714,0.631957547,0.169083167,1
0.327894183,0.094693293,0.23320089,1
0.318465159,0.383655169,-0.06519001,0
0.892233543,0.639224608,0.253008935,1
0.635044398,0.395029386,0.240015012,1
0.696119263,0.343978437,0.352140826,1
0.203039544,-0.042355974,0.245395518,1
0.966087258,0.867131274,0.098955984,1
0.939250973,0.836505466,0.102745507,1
0.956926915,0.800713471,0.156213444,1
0.32256462,0.380847516,-0.058282896,0
0.760657015,0.345967158,0.414689857,1
0.634441534,0.374198752,0.260242782,1
0.614936218,0.325573497,0.289362721,1
0.273793553,0.032529885,0.241263668,1
0.426324459,0.159707765,0.266616694,1
0.696726227,0.47169064,0.225035587,1
0.808532928,0.526767026,0.281765902,1
0.966145236,0.867505221,0.098640015,1
0.701123673,0.670797299,0.030326374,1
0.771845145,0.764384216,0.007460929,1
0.735365013,0.533764833,0.20160018,1
0.761525843,0.714841509,0.046684334,1
0.960365828,0.92609765,0.034268178,1
0.760172264,0.415184601,0.344987663,1
0.215455182,-0.047849941,0.263305123,1
0.794649688,0.746494694,0.048154994,1
0.604476047,0.519550239,0.084925808,1
0.293491548,0.244137293,0.049354255,1
0.246343594,0.249948257,-0.003604663,0
0.796677267,0.541783661,0.254893606,1
0.695221195,0.495596945,0.19962425,1
0.696455032,0.51571234,0.180742692,1
0.816094476,0.855829456,-0.03973498,0
0.96171716,0.809069865,0.152647295,1
0.654066127,0.361965684,0.292100443,1
0.78804125,0.458383308,0.329657942,1
0.863171723,0.770017685,0.093154038,1
0.891945768,0.508403368,0.3835424,1
0.916853092,0.556375251,0.360477841,1
0.892185519,0.459439987,0.432745532,1
0.809699408,0.435465647,0.374233761,1
0.9445974,0.546245873,0.398351527,1
0.394844362,0.439924692,-0.04508033,0
0.597483885,0.512541727,0.084942158,1
0.913752403,0.627607732,0.286144671,1
0.243474298,0.472152948,-0.22867865,0
0.425804653,0.637065933,-0.21126128,0
0.727770123,0.626372737,0.101397386,1
0.713687793,0.62658189,0.087105903,1
0.943097722,0.545801604,0.397296118,1
0.860943628,0.64897942,0.211964208,1
0.089780203,0.092278258,-0.002498055,0
0.892185519,0.459439987,0.432745532,1
0.762184801,0.450125458,0.312059343,1
0.827457906,0.535058284,0.292399622,1
0.08387076,0.064999442,0.018871318,1
0.629068932,0.328298163,0.300770769,1
0.150187753,-0.077464084,0.227651837,1
0.745537646,0.340606956,0.40493069,1
0.751172439,0.337595832,0.413576607,1
0.567204173,0.468308906,0.098895267,1
0.800949169,0.385395825,0.415553344,1
0.801154255,0.416026375,0.38512788,1
0.738704399,0.386703173,0.352001226,1
0.810217589,0.450406165,0.359811424,1
0.812140826,0.444147143,0.367993683,1
0.759467852,0.334892723,0.424575129,1
0.805438797,0.392698155,0.412740642,1
0.798206048,0.467062518,0.33114353,1
0.860288274,0.619112315,0.241175959,1
0.542647714,0.288260795,0.254386919,1
0.082541183,0.063456932,0.019084251,1
0.687736155,0.412212251,0.275523904,1
0.796490009,0.427443703,0.369046306,1
0.476282746,0.017257916,0.45902483,1
0.722275815,0.432454879,0.289820936,1
0.082541183,0.063456932,0.019084251,1
0.79493114,0.445074322,0.349856818,1
0.751910163,0.340867713,0.41104245,1
0.930099583,0.887663809,0.042435774,1
0.766616978,0.451158453,0.315458525,1
0.777348664,0.358361947,0.418986717,1
0.082952726,0.049318026,0.0336347,1
0.627117541,0.170277935,0.456839606,1
0.586528737,0.127369344,0.459159393,1
0.477927367,0.192535463,0.285391904,1
0.231965101,0.096851126,0.135113975,1
0.692046007,0.215532824,0.476513183,1
0.872674457,0.512940222,0.359734235,1
0.834797164,0.524410256,0.310386908,1
0.835156362,0.550474863,0.284681499,1
0.602451807,0.111743657,0.49070815,1
0.825532787,0.540929743,0.284603044,1
0.209751756,-0.013182484,0.22293424,1
0.335714067,0.182957294,0.152756773,1
0.900600609,0.758720395,0.141880214,1
0.658041374,0.350743599,0.307297775,1
0.731879776,0.494150554,0.237729222,1
0.081743135,0.022604819,0.059138316,1
0.955243819,0.738686621,0.216557198,1
0.954178992,0.619112174,0.335066818,1
0.9062019,0.728474311,0.177727589,1
0.393633897,0.125145098,0.268488799,1
0.80446751,0.33703775,0.46742976,1
0.623047122,0.438019607,0.185027515,1
0.612350201,0.414718254,0.197631947,1
0.187980251,-0.077664977,0.265645228,1
0.462032742,0.290840358,0.171192384,1
0.577905549,0.403699445,0.174206104,1
0.844120942,0.442927679,0.401193263,1
0.955284551,0.738365427,0.216919124,1
0.691196448,0.303849017,0.387347431,1
0.689845605,0.480442305,0.2094033,1
0.755937282,0.290769267,0.465168015,1
0.771337899,0.519399321,0.251938578,1
0.962851743,0.836154268,0.126697475,1
0.7822621,0.357065503,0.425196597,1
0.082836256,0.052653891,0.030182365,1
0.807714931,0.545492375,0.262222556,1
0.634650231,0.495147098,0.139503133,1
0.49027636,0.198548581,0.291727779,1
0.218476526,0.094913382,0.123563144,1
0.838662434,0.447035536,0.391626898,1
0.740168382,0.286990375,0.453178007,1
0.7247286,0.47481429,0.24991431,1
0.761300502,0.588383986,0.172916516,1
0.960163083,0.844635045,0.115528038,1
0.656246087,0.248943202,0.407302885,1
0.819989696,0.333468547,0.486521149,1
0.888109773,0.715558706,0.172551067,1
0.877568416,0.712538754,0.165029662,1
0.919290851,0.60719231,0.312098541,1
0.940237487,0.579359415,0.360878072,1
0.758233424,0.534052334,0.22418109,1
0.951556388,0.702403037,0.249153351,1
0.481352179,0.440295331,0.041056848,1
0.708053687,0.773503163,-0.065449476,0
0.8831373,0.78922785,0.09390945,1
0.639780015,0.84565268,-0.205872665,0
0.704792901,0.846883821,-0.14209092,0
0.684000715,0.711026783,-0.027026068,0
0.745021253,0.768582088,-0.023560835,0
0.950159438,0.684634067,0.265525371,1
0.750846546,0.847227784,-0.096381238,0
0.245526891,0.163588024,0.081938867,1
0.940237487,0.579359415,0.360878072,1
0.731161394,0.537884672,0.193276722,1
0.601518521,0.735757721,-0.1342392,0
0.235861191,0.010082189,0.225779002,1
0.687842713,0.345361103,0.34248161,1
0.317880033,0.172911809,0.144968224,1
0.752869281,0.435952348,0.316916933,1
0.73787139,0.474427689,0.263443701,1
0.559842157,0.553854914,0.005987243,1
0.762246276,0.520650775,0.241595501,1
0.754068895,0.534276073,0.219792822,1
0.717693343,0.48663401,0.231059333,1
0.758808927,0.55626572,0.202543207,1
0.757199892,0.552672759,0.204527133,1
0.742925233,0.476594878,0.266330355,1
0.762345874,0.525859754,0.23648612,1
0.800701289,0.647409623,0.153291666,1
0.859547624,0.586064494,0.27348313,1
0.586526053,0.24795845,0.338567603,1
0.236755294,0.012921604,0.22383369,1
0.681979058,0.515148063,0.166830995,1
0.744946614,0.535153541,0.209793073,1
0.417035912,0.264137493,0.152898419,1
0.696679659,0.491129658,0.205550001,1
0.236755294,0.012921604,0.22383369,1
0.754773814,0.544864322,0.209909492,1
0.758252683,0.448281342,0.309971341,1
0.935267188,0.966049099,-0.030781911,0
0.72319801,0.53769017,0.18550784,1
0.777411277,0.444718359,0.332692918,1
0.234554764,0.015093313,0.219461451,1
0.66247491,0.562818943,0.099655967,1
0.609349778,0.47536718,0.133982598,1
0.368070426,0.308792918,0.059277508,1
0.233873511,-0.007817102,0.241690613,1
0.634174514,0.292449319,0.341725195,1
0.887061764,0.645916263,0.241145501,1
0.791104865,0.608577829,0.182527036,1
0.8035131,0.630041947,0.173471153,1
0.63979668,0.510665535,0.129131145,1
0.788962935,0.618035167,0.170927768,1
0.264906885,0.185590678,0.079316207,1
0.290200348,0.04562799,0.244572358,1
0.915632397,0.595933259,0.319699138,1
0.595843774,0.34056552,0.255278254,1
0.698806254,0.392745303,0.306060951,1
0.239860884,0.003428984,0.2364319,1
0.9509023,0.697415658,0.253486642,1
0.921926187,0.681201963,0.240724224,1
0.896387629,0.57726411,0.319123519,1
0.275643953,0.134680209,0.140963744,1
0.738473524,0.387463153,0.351010371,1
0.619136735,0.411805231,0.207331504,1
0.583402593,0.402073186,0.181329407,1
0.314712792,0.07123136,0.243481432,1
0.380125047,0.216126721,0.163998326,1
0.670671977,0.445301664,0.225370313,1
0.803628357,0.558731372,0.244896985,1
0.950926557,0.6983943,0.252532257,1
0.691871595,0.483364356,0.208507239,1
0.748140838,0.856228635,-0.108087797,0
0.702563711,0.531728507,0.170835204,1
0.738635418,0.586696736,0.151938682,1
0.965678143,0.905764918,0.059913225,1
0.777679609,0.452615586,0.325064023,1
0.23412144,0.014709533,0.219411907,1
0.794070071,0.6259812,0.168088871,1
0.668883964,0.481572305,0.187311659,1
0.250141046,0.292382667,-0.042241621,0
0.234035643,-0.012056691,0.246092334,1
0.788976901,0.559312406,0.229664495,1
0.709326519,0.538711732,0.170614787,1
0.686492557,0.408852403,0.277640154,1
0.731481677,0.856503827,-0.12502215,0
0.955304357,0.845207354,0.110097003,1
0.63269369,0.338155083,0.294538607,1
0.797194884,0.503125397,0.294069487,1
0.835963777,0.711062868,0.124900909,1
0.93747204,0.685133416,0.252338624,1
0.919770376,0.721568164,0.198202212,1
0.917526007,0.573514158,0.344011849,1
0.782387218,0.526872924,0.255514294,1
0.96278226,0.688293326,0.274488934,1
0.244757813,0.367217919,-0.122460106,0
0.558798928,0.655343019,-0.096544091,0
0.917205105,0.79438347,0.122821635,1
0.296953269,0.458179691,-0.161226422,0
0.542528995,0.525809181,0.016719814,1
0.664697185,0.656145237,0.008551948,1
0.653847349,0.700131845,-0.046284496,0
0.960072598,0.695858501,0.264214097,1
0.821100092,0.789231534,0.031868558,1
0.18258755,0.027273545,0.155314005,1
0.917526007,0.573514158,0.344011849,1
0.740099476,0.5533908,0.186708676,1
0.666179937,0.716258517,-0.05007858,0
0.166150141,0.160621569,0.005528572,1
0.646329613,0.357177077,0.289152536,1
0.216968897,-0.142092487,0.359061384,1
0.750537266,0.402855709,0.347681557,1
0.763001685,0.447093693,0.315907992,1
0.551174121,0.496495421,0.0546787,1
0.791292168,0.474958158,0.31633401,1
0.778909109,0.519072705,0.259836404,1
0.755738861,0.532842739,0.222896122,1
0.783177372,0.539780419,0.243396953,1
0.784226632,0.534746852,0.24947978,1
0.767989285,0.4349416,0.333047685,1
0.792545486,0.481400656,0.31114483,1
0.797647561,0.490892904,0.306754657,1
0.86608208,0.614092417,0.251989663,1
0.583574499,0.24244155,0.341132949,1
0.176209944,0.170680165,0.005529779,1
0.678182338,0.553933085,0.124249253,1
0.766723367,0.523033226,0.243690141,1
0.49048926,-0.033372401,0.523861661,1
0.694461943,0.550001432,0.144460511,1
0.176209944,0.170680165,0.005529779,1
0.769879824,0.538599309,0.231280515,1
0.759448055,0.413718789,0.345729266,1
0.913048902,0.88380705,0.029241852,1
0.73448018,0.523999618,0.210480562,1
0.788287852,0.405753232,0.38253462,1
0.163074869,0.153344566,0.009730303,1
0.588028028,0.582107971,0.005920057,1
0.584496205,0.592313165,-0.00781696,0
0.426871015,0.290126847,0.136744168,1
0.332552072,0.328334855,0.004217217,1
0.657240075,0.229281054,0.427959021,1
0.851600543,0.669127225,0.182473318,1
0.811056245,0.592084371,0.218971874,1
0.815211533,0.621545232,0.193666301,1
0.587225303,0.582592368,0.004632935,1
0.803094194,0.598363021,0.204731173,1
0.241514024,0.230869609,0.010644415,1
0.425058928,0.441712451,-0.016653523,0
0.874801963,0.805258308,0.069543655,1
0.595202463,0.45594665,0.139255813,1
0.71128428,0.440761477,0.270522803,1
0.161904171,0.170341931,-0.00843776,0
0.873057188,0.846516835,0.026540353,1
0.843139763,0.839254248,0.003885515,1
0.8305744,0.686269278,0.144305122,1
0.379555607,0.399050841,-0.019495234,0
0.783607476,0.590233497,0.193373979,1
0.608488824,0.537408359,0.071080465,1
0.58745731,0.540260822,0.047196488,1
0.193468421,0.173849801,0.01961862,1
0.452441002,0.431969474,0.020471528,1
0.520095347,0.261235348,0.258859999,1
0.839841243,0.507836358,0.332004885,1
0.873715052,0.847292031,0.026423021,1
0.670259755,0.475306387,0.194953368,1
0.692799818,0.900582949,-0.207783131,0
0.733306852,0.477282502,0.25602435,1
0.732349853,0.587068836,0.145281017,1
0.956985986,0.945209617,0.011776369,1
0.792443521,0.414397719,0.378045802,1
0.163259205,0.154830927,0.008428278,1
0.791628552,0.619612201,0.172016351,1
0.636970281,0.540669107,0.096301174,1
0.446070185,0.305424219,0.140645966,1
0.333254973,0.324228734,0.009026239,1
0.831615215,0.522327583,0.309287632,1
0.713024786,0.476613849,0.236410937,1
0.744481273,0.680840839,0.063640434,1
0.716033282,0.726601254,-0.010567972,0
0.936593428,0.828142367,0.108451061,1
0.6370071,0.349411745,0.287595355,1
0.828087984,0.409396343,0.418691641,1
0.852312064,0.594401885,0.257910179,1
0.84553157,0.478591044,0.366940526,1
0.830765106,0.486536607,0.344228499,1
0.920180489,0.562499696,0.357680793,1
0.779935838,0.523604474,0.256331364,1
0.892852136,0.475860067,0.416992069,1
0.461430095,0.509310125,-0.04788003,0
0.655505517,0.796677915,-0.141172398,0
0.823352634,0.719027849,0.104324785,1
0.094134592,0.392706703,-0.298572111,0
0.414691024,0.191156229,0.223534795,1
0.702214595,0.77205688,-0.069842285,0
0.720514875,0.81136533,-0.090850455,0
0.884870702,0.47757999,0.407290712,1
0.734948294,0.856398419,-0.121450125,0
0.041373024,-0.134662468,0.176035492,1
0.920180489,0.562499696,0.357680793,1
0.724803444,0.565026384,0.15977706,1
0.617559881,0.733491538,-0.115931657,0
0.06565064,0.088866204,-0.023215564,0
0.618504492,0.146747676,0.471756816,1
0.292355367,0.092380511,0.199974856,1
0.714239193,0.281221633,0.43301756,1
0.720188086,0.284003969,0.436184117,1
0.380855261,0.436912297,-0.056057036,0
0.773589838,0.412800808,0.36078903,1
0.774599064,0.519796856,0.254802208,1
0.724246294,0.318426902,0.405819392,1
0.773308892,0.54009866,0.233210232,1
0.778524961,0.534707247,0.243817714,1
0.726486866,0.293816948,0.432669918,1
0.777931758,0.433509097,0.344422661,1
0.622206718,0.412489437,0.209717281,1
0.852944201,0.505375107,0.347569094,1
0.479380765,0.397686544,0.081694221,1
0.061426906,0.043746301,0.017680605,1
0.655604118,0.548792372,0.106811746,1
0.771036025,0.520819935,0.25021609,1
0.393864,0.353406014,0.040457986,1
0.680596372,0.526602348,0.153994024,1
0.061426906,0.043746301,0.017680605,1
0.767949755,0.535386393,0.232563362,1
0.72551041,0.280429126,0.445081284,1
0.879982386,0.908456206,-0.02847382,0
0.719776613,0.545190137,0.174586476,1
0.755896518,0.287084452,0.468812066,1
0.068717196,0.088446219,-0.019729023,0
0.691481992,0.360205211,0.331276781,1
0.613726661,0.32619321,0.287533451,1
0.575096776,0.290770453,0.284326323,1
0.227855363,0.052174653,0.17568071,1
0.582674608,0.21209932,0.370575288,1
0.749708868,0.647830438,0.10187843,1
0.802432794,0.598037264,0.20439553,1
0.796252135,0.624672161,0.171579974,1
0.705217822,0.329378377,0.375839445,1
0.782733755,0.617084652,0.165649103,1
0.238881968,0.24138552,-0.002503552,0
0.353759164,0.17938445,0.174374714,1
0.865097566,0.462860456,0.40223711,1
0.584360343,0.275332014,0.309028329,1
0.676839531,0.395930241,0.28090929,1
0.072203208,0.089789049,-0.017585841,0
0.924033023,0.855241483,0.06879154,1
0.87929303,0.726136488,0.153156542,1
0.875237974,0.780997714,0.09424026,1
0.373816064,0.206009184,0.16780688,1
0.774067068,0.460623523,0.313443545,1
0.527099167,0.341793975,0.185305192,1
0.510592603,0.310633305,0.199959298,1
0.154694062,-0.014074983,0.168769045,1
0.420841306,0.240222028,0.180619278,1
0.562232597,0.466330079,0.095902518,1
0.80209305,0.40766335,0.3944297,1
0.924076118,0.856085667,0.067990451,1
0.705519394,0.509204752,0.196314642,1
0.771561404,0.542571526,0.228989878,1
0.622531164,0.159487169,0.463043995,1
0.66889199,0.495183226,0.173708764,1
0.969957065,0.926508741,0.043448324,1
0.760269337,0.303637818,0.456631519,1
0.068410292,0.090950738,-0.022540446,0
0.761282832,0.613456322,0.14782651,1
0.565014359,0.421059144,0.143955215,1
0.404692714,0.445148238,-0.040455524,0
0.207991246,0.030921561,0.177069685,1
0.795798226,0.424556534,0.371241692,1
0.696062202,0.353345527,0.342716675,1
0.68376575,0.457620723,0.226145027,1
0.475705311,0.712385657,-0.236680346,0
0.841840011,0.79900468,0.042835331,1
0.647522374,0.273281404,0.37424097,1
0.785511192,0.288131469,0.497379723,1
0.801594656,0.678815028,0.122779628,1
0.891759906,0.571789759,0.319970147,1
0.894075515,0.580068145,0.31400737,1
0.901841724,0.569846719,0.331995005,1
0.793819514,0.478195338,0.315624176,1
0.929024876,0.515130796,0.41389408,1
0.392986806,0.521607195,-0.128620389,0
0.650320396,0.725076471,-0.074756075,0
0.890066717,0.735059237,0.15500748,1
0.038124,0.114310426,-0.076186426,0
0.227931843,-0.176265015,0.404196858,1
0.584266859,0.79934364,-0.215076781,0
0.649969903,0.785807266,-0.135837363,0
0.924303114,0.534881272,0.389421842,1
0.809246136,0.795785565,0.013460571,1
0.042564492,0.100961856,-0.058397364,0
0.901841724,0.569846719,0.331995005,1
0.73415806,0.525626963,0.208531097,1
0.69570176,0.727912416,-0.032210656,0
0.06108088,0.094277559,-0.033196679,0
0.605405462,0.299020363,0.306385099,1
0.030933875,0.056446007,-0.025512132,0
0.713737553,0.317979592,0.395757961,1
0.727153164,0.359062304,0.36809086,1
0.438299837,0.496873562,-0.058573725,0
0.78368402,0.410297547,0.373386473,1
0.784854283,0.476139801,0.308714482,1
0.735282673,0.446384775,0.288897898,1
0.783348681,0.500403654,0.282945027,1
0.790586093,0.49061422,0.299971873,1
0.732530621,0.349344796,0.383185825,1
0.788933794,0.419772294,0.3691615,1
0.655305721,0.372892753,0.282412968,1
0.853890798,0.571097197,0.282793601,1
0.48119425,0.386568156,0.094626094,1
0.056825636,0.119004357,-0.062178721,0
0.660160123,0.531761895,0.128398228,1
0.782756708,0.475237015,0.307519693,1
0.461644077,0.089888286,0.371755791,1
0.682044038,0.520396851,0.161647187,1
0.056825636,0.119004357,-0.062178721,0
0.776925137,0.498077758,0.278847379,1
0.724798465,0.331162217,0.393636248,1
0.887298441,0.847519262,0.039779179,1
0.734792994,0.462075052,0.272717942,1
0.74671145,0.306451899,0.440259551,1
0.062642777,0.102723605,-0.040080828,0
0.639514931,0.640921614,-0.001406683,0
0.561783711,0.680660224,-0.118876513,0
0.52781216,0.468412765,0.059399395,1
0.265201219,0.173792795,0.091408424,1
0.589720594,0.201419087,0.388301507,1
0.731335197,0.370168959,0.361166238,1
0.811025628,0.533754999,0.277270629,1
0.801764981,0.591657343,0.210107638,1
0.655655892,0.713917728,-0.058261836,0
0.787933987,0.545975213,0.241958774,1
0.233765132,0.249858666,-0.016093534,0
0.434963911,0.25697002,0.177993891,1
0.868197207,0.566292273,0.301904934,1
0.596933768,0.339552296,0.257381472,1
0.684181086,0.341541254,0.342639832,1
0.070725607,0.081607321,-0.010881714,0
0.911486127,0.766247055,0.145239072,1
0.873788049,0.641111151,0.232676898,1
0.836322049,0.83436134,0.001960709,1
0.406620617,0.266043722,0.140576895,1
0.849455781,0.402669676,0.446786105,1
0.448692873,0.322013764,0.126679109,1
0.446891187,0.320347279,0.126543908,1
0.157822191,0.127462517,0.030359674,1
0.468757268,0.337657319,0.131099949,1
0.385329307,0.117971787,0.26735752,1
0.823020086,0.444963846,0.37805624,1
0.911733216,0.76615949,0.145573726,1
0.684205775,0.506560421,0.177645354,1
0.712852515,0.707159053,0.005693462,1
0.602745666,0.462379256,0.14036641,1
0.666275095,0.495662125,0.17061297,1
0.966398056,0.910331819,0.056066237,1
0.757485963,0.333419224,0.424066739,1
0.062308797,0.097885546,-0.035576749,0
0.761037578,0.596165723,0.164871855,1
0.599675494,0.5472948,0.052380694,1
0.50657491,0.370891044,0.135683866,1
0.253695405,0.164197612,0.089497793,1
0.820102218,0.444158187,0.375944031,1
0.678099745,0.412445324,0.265654421,1
0.744222631,0.468309919,0.275912712,1
0.569626492,0.373870896,0.195755596,1
0.822015708,0.779961692,0.042054016,1
0.617456827,0.227760381,0.389696446,1
0.791584163,0.372793338,0.418790825,1
0.813738592,0.680852815,0.132885777,1
0.970585293,0.285882066,0.684703227,1
0.910799915,0.95015358,-0.039353665,0
0.997949358,0.994645231,0.003304127,1
0.738679025,0.576222035,0.16245699,1
0.913051104,0.519411044,0.39364006,1
0.469273828,0.711243866,-0.241970038,0
0.686462037,0.686095476,0.000366561,1
0.846148015,0.669611316,0.176536699,1
0.96134503,0.89837939,0.06296564,1
0.978689028,0.954097844,0.024591184,1
0.822643893,0.594489392,0.228154501,1
0.725957501,0.701700864,0.024256637,1
0.904329982,0.499876784,0.404453198,1
0.93613945,0.936798716,-0.000659266,0
0.496155975,0.570591751,-0.074435776,0
0.997949358,0.994645231,0.003304127,1
0.717133431,0.611235954,0.105897477,1
0.611949554,0.756183467,-0.144233913,0
0.545059785,0.467858959,0.077200826,1
0.59692567,0.273446337,0.323479333,1
0.545668418,0.322767021,0.222901397,1
0.704400704,0.392347563,0.312053141,1
0.76834353,0.675302215,0.093041315,1
0.689668798,0.612179821,0.077488977,1
0.785467777,0.645581355,0.139886422,1
0.777187889,0.607052252,0.170135637,1
0.764956592,0.680955004,0.084001588,1
0.784718177,0.632463443,0.152254734,1
0.783381093,0.628125385,0.155255708,1
0.769530921,0.669791831,0.09973909,1
0.786014225,0.641256224,0.144758001,1
0.807769912,0.638280265,0.169489647,1
0.741328523,0.671908354,0.069420169,1
0.636733444,0.421412144,0.2153213,1
0.52449757,0.483614192,0.040883378,1
0.687514656,0.594583229,0.092931427,1
0.733169928,0.566850005,0.166319923,1
0.501178722,0.524061124,-0.022882402,0
0.716330982,0.603453064,0.112877918,1
0.52449757,0.483614192,0.040883378,1
0.727065622,0.561548985,0.165516637,1
0.716565695,0.424830304,0.291735391,1
0.997671212,0.942648936,0.055022276,1
0.714301921,0.594688545,0.119613376,1
0.731768906,0.458949354,0.272819552,1
0.539548979,0.476864833,0.062684146,1
0.784899473,0.631070565,0.153828908,1
0.550488702,0.386504526,0.163984176,1
0.505435527,0.419850572,0.085584955,1
0.315881471,0.277960178,0.037921293,1
0.629671049,0.336757029,0.29291402,1
0.961077274,0.741428973,0.219648301,1
0.822035192,0.677858321,0.144176871,1
0.827752219,0.684959121,0.142793098,1
0.778581944,0.63784217,0.140739774,1
0.815452064,0.65848037,0.156971694,1
0.568328994,0.508350474,0.05997852,1
0.333210696,0.226340346,0.10687035,1
0.951312438,0.648836898,0.30247554,1
0.63069937,0.444062726,0.186636644,1
0.639515494,0.390243938,0.249271556,1
0.497816022,0.420866061,0.076949961,1
0.950664732,0.585324364,0.365340368,1
0.980559274,0.857587483,0.122971791,1
0.870865324,0.268551097,0.602314227,1
0.355181578,0.308625954,0.046555624,1
0.768845212,0.421048323,0.347796889,1
0.664127757,0.497511614,0.166616143,1
0.638207038,0.478355374,0.159851664,1
0.518521542,0.439175965,0.079345577,1
0.406421351,0.188619783,0.217801568,1
0.804239908,0.567110907,0.237129001,1
0.841290197,0.722897138,0.118393059,1
0.950756444,0.588175705,0.362580739,1
0.748692344,0.477524029,0.271168315,1
0.992125239,0.835064318,0.157060921,1
0.827382618,0.706413292,0.120969326,1
0.806402521,0.725910358,0.080492163,1
0.988035148,0.882284029,0.105751119,1
0.734570893,0.462253305,0.272317588,1
0.545017455,0.478158133,0.066859322,1
0.819416568,0.668329722,0.151086846,1
0.67988507,0.601130213,0.078754857,1
0.486489023,0.447514469,0.038974554,1
0.316320881,0.271748237,0.044572644,1
0.824058833,0.713194507,0.110864326,1
0.715205489,0.688895898,0.026309591,1
0.735472002,0.514207031,0.221264971,1
0.976102684,0.881385285,0.094717399,1
0.966670918,0.851722647,0.114948271,1
0.645653857,0.495601688,0.150052169,1
0.784654074,0.652891611,0.131762463,1
0.841486181,0.736230003,0.105256178,1
